State,Beverage Type,Beverage Gallon,Ethanol Gallon,Population(>14),Average(>14),Decile(>14),Population(>21),Average(>21),Decile(>21),Source,ABV,Ethanol by ABV,Climate Index,Value_x,Value_y
Mississippi,Spirits,5920380.0,2433276,2425650,10031,6.0,2137860,11382,6.0,6.0,366.0,2166859.0,Average Temperature,64.7°F,50290
Mississippi,Spirits,5920380.0,2433276,2425650,10031,6.0,2137860,11382,6.0,6.0,366.0,2166859.0,Maximum Temperature,75.4°F,50290
Mississippi,Spirits,5920380.0,2433276,2425650,10031,6.0,2137860,11382,6.0,6.0,366.0,2166859.0,Minimum Temperature,54.0°F,50290
Mississippi,Spirits,5920380.0,2433276,2425650,10031,6.0,2137860,11382,6.0,6.0,366.0,2166859.0,Precipitation,"65.50""",50290
Mississippi,Spirits,5920380.0,2433276,2425650,10031,6.0,2137860,11382,6.0,6.0,366.0,2166859.0,Cooling Degree Days,"2,174°Df",50290
Mississippi,Spirits,5920380.0,2433276,2425650,10031,6.0,2137860,11382,6.0,6.0,366.0,2166859.0,Heating Degree Days,"2,162°Df",50290
Mississippi,Spirits,5920380.0,2433276,2425650,10031,6.0,2137860,11382,6.0,6.0,366.0,2166859.0,Palmer Z-Index,1.10,50290
Mississippi,Wine,3920385.0,505730,2425650,2085,10.0,2137860,2366,10.0,6.0,118.0,462605.0,Average Temperature,64.7°F,50290
Mississippi,Wine,3920385.0,505730,2425650,2085,10.0,2137860,2366,10.0,6.0,118.0,462605.0,Maximum Temperature,75.4°F,50290
Mississippi,Wine,3920385.0,505730,2425650,2085,10.0,2137860,2366,10.0,6.0,118.0,462605.0,Minimum Temperature,54.0°F,50290
Mississippi,Wine,3920385.0,505730,2425650,2085,10.0,2137860,2366,10.0,6.0,118.0,462605.0,Precipitation,"65.50""",50290
Mississippi,Wine,3920385.0,505730,2425650,2085,10.0,2137860,2366,10.0,6.0,118.0,462605.0,Cooling Degree Days,"2,174°Df",50290
Mississippi,Wine,3920385.0,505730,2425650,2085,10.0,2137860,2366,10.0,6.0,118.0,462605.0,Heating Degree Days,"2,162°Df",50290
Mississippi,Wine,3920385.0,505730,2425650,2085,10.0,2137860,2366,10.0,6.0,118.0,462605.0,Palmer Z-Index,1.10,50290
Mississippi,Beer,63457000.0,2855565,2425650,11772,4.0,2137860,13357,4.0,7.0,47.0,2982479.0,Average Temperature,64.7°F,50290
Mississippi,Beer,63457000.0,2855565,2425650,11772,4.0,2137860,13357,4.0,7.0,47.0,2982479.0,Maximum Temperature,75.4°F,50290
Mississippi,Beer,63457000.0,2855565,2425650,11772,4.0,2137860,13357,4.0,7.0,47.0,2982479.0,Minimum Temperature,54.0°F,50290
Mississippi,Beer,63457000.0,2855565,2425650,11772,4.0,2137860,13357,4.0,7.0,47.0,2982479.0,Precipitation,"65.50""",50290
Mississippi,Beer,63457000.0,2855565,2425650,11772,4.0,2137860,13357,4.0,7.0,47.0,2982479.0,Cooling Degree Days,"2,174°Df",50290
Mississippi,Beer,63457000.0,2855565,2425650,11772,4.0,2137860,13357,4.0,7.0,47.0,2982479.0,Heating Degree Days,"2,162°Df",50290
Mississippi,Beer,63457000.0,2855565,2425650,11772,4.0,2137860,13357,4.0,7.0,47.0,2982479.0,Palmer Z-Index,1.10,50290
Mississippi,All Beverages,,5794571,2425650,23889,6.0,2137860,27105,6.0,,,5611943.0,Average Temperature,64.7°F,50290
Mississippi,All Beverages,,5794571,2425650,23889,6.0,2137860,27105,6.0,,,5611943.0,Maximum Temperature,75.4°F,50290
Mississippi,All Beverages,,5794571,2425650,23889,6.0,2137860,27105,6.0,,,5611943.0,Minimum Temperature,54.0°F,50290
Mississippi,All Beverages,,5794571,2425650,23889,6.0,2137860,27105,6.0,,,5611943.0,Precipitation,"65.50""",50290
Mississippi,All Beverages,,5794571,2425650,23889,6.0,2137860,27105,6.0,,,5611943.0,Cooling Degree Days,"2,174°Df",50290
Mississippi,All Beverages,,5794571,2425650,23889,6.0,2137860,27105,6.0,,,5611943.0,Heating Degree Days,"2,162°Df",50290
Mississippi,All Beverages,,5794571,2425650,23889,6.0,2137860,27105,6.0,,,5611943.0,Palmer Z-Index,1.10,50290
Missouri,Spirits,16471315.0,6769710,5110230,13247,3.0,4546780,14889,3.0,2.0,363.0,5979087.0,Average Temperature,56.3°F,68570
Missouri,Spirits,16471315.0,6769710,5110230,13247,3.0,4546780,14889,3.0,2.0,363.0,5979087.0,Maximum Temperature,66.7°F,68570
Missouri,Spirits,16471315.0,6769710,5110230,13247,3.0,4546780,14889,3.0,2.0,363.0,5979087.0,Minimum Temperature,45.9°F,68570
Missouri,Spirits,16471315.0,6769710,5110230,13247,3.0,4546780,14889,3.0,2.0,363.0,5979087.0,Precipitation,"44.01""",68570
Missouri,Spirits,16471315.0,6769710,5110230,13247,3.0,4546780,14889,3.0,2.0,363.0,5979087.0,Cooling Degree Days,"1,378°Df",68570
Missouri,Spirits,16471315.0,6769710,5110230,13247,3.0,4546780,14889,3.0,2.0,363.0,5979087.0,Heating Degree Days,"4,645°Df",68570
Missouri,Spirits,16471315.0,6769710,5110230,13247,3.0,4546780,14889,3.0,2.0,363.0,5979087.0,Palmer Z-Index,0.48,68570
Missouri,Wine,15596357.0,2011930,5110230,3937,6.0,4546780,4425,6.0,2.0,118.0,1840370.0,Average Temperature,56.3°F,68570
Missouri,Wine,15596357.0,2011930,5110230,3937,6.0,4546780,4425,6.0,2.0,118.0,1840370.0,Maximum Temperature,66.7°F,68570
Missouri,Wine,15596357.0,2011930,5110230,3937,6.0,4546780,4425,6.0,2.0,118.0,1840370.0,Minimum Temperature,45.9°F,68570
Missouri,Wine,15596357.0,2011930,5110230,3937,6.0,4546780,4425,6.0,2.0,118.0,1840370.0,Precipitation,"44.01""",68570
Missouri,Wine,15596357.0,2011930,5110230,3937,6.0,4546780,4425,6.0,2.0,118.0,1840370.0,Cooling Degree Days,"1,378°Df",68570
Missouri,Wine,15596357.0,2011930,5110230,3937,6.0,4546780,4425,6.0,2.0,118.0,1840370.0,Heating Degree Days,"4,645°Df",68570
Missouri,Wine,15596357.0,2011930,5110230,3937,6.0,4546780,4425,6.0,2.0,118.0,1840370.0,Palmer Z-Index,0.48,68570
Missouri,Beer,124482123.0,5601696,5110230,10962,6.0,4546780,12320,5.0,2.0,49.0,6099624.0,Average Temperature,56.3°F,68570
Missouri,Beer,124482123.0,5601696,5110230,10962,6.0,4546780,12320,5.0,2.0,49.0,6099624.0,Maximum Temperature,66.7°F,68570
Missouri,Beer,124482123.0,5601696,5110230,10962,6.0,4546780,12320,5.0,2.0,49.0,6099624.0,Minimum Temperature,45.9°F,68570
Missouri,Beer,124482123.0,5601696,5110230,10962,6.0,4546780,12320,5.0,2.0,49.0,6099624.0,Precipitation,"44.01""",68570
Missouri,Beer,124482123.0,5601696,5110230,10962,6.0,4546780,12320,5.0,2.0,49.0,6099624.0,Cooling Degree Days,"1,378°Df",68570
Missouri,Beer,124482123.0,5601696,5110230,10962,6.0,4546780,12320,5.0,2.0,49.0,6099624.0,Heating Degree Days,"4,645°Df",68570
Missouri,Beer,124482123.0,5601696,5110230,10962,6.0,4546780,12320,5.0,2.0,49.0,6099624.0,Palmer Z-Index,0.48,68570
Missouri,All Beverages,,14383336,5110230,28146,4.0,4546780,31634,4.0,,,13919081.0,Average Temperature,56.3°F,68570
Missouri,All Beverages,,14383336,5110230,28146,4.0,4546780,31634,4.0,,,13919081.0,Maximum Temperature,66.7°F,68570
Missouri,All Beverages,,14383336,5110230,28146,4.0,4546780,31634,4.0,,,13919081.0,Minimum Temperature,45.9°F,68570
Missouri,All Beverages,,14383336,5110230,28146,4.0,4546780,31634,4.0,,,13919081.0,Precipitation,"44.01""",68570
Missouri,All Beverages,,14383336,5110230,28146,4.0,4546780,31634,4.0,,,13919081.0,Cooling Degree Days,"1,378°Df",68570
Missouri,All Beverages,,14383336,5110230,28146,4.0,4546780,31634,4.0,,,13919081.0,Heating Degree Days,"4,645°Df",68570
Missouri,All Beverages,,14383336,5110230,28146,4.0,4546780,31634,4.0,,,13919081.0,Palmer Z-Index,0.48,68570
Montana,Spirits,2571300.0,1056804,924829,11427,4.0,828509,12755,4.0,3.0,368.0,946238.0,Average Temperature,44.0°F,70090
Montana,Spirits,2571300.0,1056804,924829,11427,4.0,828509,12755,4.0,3.0,368.0,946238.0,Maximum Temperature,56.7°F,70090
Montana,Spirits,2571300.0,1056804,924829,11427,4.0,828509,12755,4.0,3.0,368.0,946238.0,Minimum Temperature,31.2°F,70090
Montana,Spirits,2571300.0,1056804,924829,11427,4.0,828509,12755,4.0,3.0,368.0,946238.0,Precipitation,"14.31""",70090
Montana,Spirits,2571300.0,1056804,924829,11427,4.0,828509,12755,4.0,3.0,368.0,946238.0,Cooling Degree Days,341°Df,70090
Montana,Spirits,2571300.0,1056804,924829,11427,4.0,828509,12755,4.0,3.0,368.0,946238.0,Heating Degree Days,"8,203°Df",70090
Montana,Spirits,2571300.0,1056804,924829,11427,4.0,828509,12755,4.0,3.0,368.0,946238.0,Palmer Z-Index,-1.82,70090
Montana,Wine,3778657.0,487447,924829,5271,3.0,828509,5883,3.0,1.0,118.0,445882.0,Average Temperature,44.0°F,70090
Montana,Wine,3778657.0,487447,924829,5271,3.0,828509,5883,3.0,1.0,118.0,445882.0,Maximum Temperature,56.7°F,70090
Montana,Wine,3778657.0,487447,924829,5271,3.0,828509,5883,3.0,1.0,118.0,445882.0,Minimum Temperature,31.2°F,70090
Montana,Wine,3778657.0,487447,924829,5271,3.0,828509,5883,3.0,1.0,118.0,445882.0,Precipitation,"14.31""",70090
Montana,Wine,3778657.0,487447,924829,5271,3.0,828509,5883,3.0,1.0,118.0,445882.0,Cooling Degree Days,341°Df,70090
Montana,Wine,3778657.0,487447,924829,5271,3.0,828509,5883,3.0,1.0,118.0,445882.0,Heating Degree Days,"8,203°Df",70090
Montana,Wine,3778657.0,487447,924829,5271,3.0,828509,5883,3.0,1.0,118.0,445882.0,Palmer Z-Index,-1.82,70090
Montana,Beer,34262564.0,1541815,924829,16671,1.0,828509,18610,1.0,1.0,48.0,1644603.0,Average Temperature,44.0°F,70090
Montana,Beer,34262564.0,1541815,924829,16671,1.0,828509,18610,1.0,1.0,48.0,1644603.0,Maximum Temperature,56.7°F,70090
Montana,Beer,34262564.0,1541815,924829,16671,1.0,828509,18610,1.0,1.0,48.0,1644603.0,Minimum Temperature,31.2°F,70090
Montana,Beer,34262564.0,1541815,924829,16671,1.0,828509,18610,1.0,1.0,48.0,1644603.0,Precipitation,"14.31""",70090
Montana,Beer,34262564.0,1541815,924829,16671,1.0,828509,18610,1.0,1.0,48.0,1644603.0,Cooling Degree Days,341°Df,70090
Montana,Beer,34262564.0,1541815,924829,16671,1.0,828509,18610,1.0,1.0,48.0,1644603.0,Heating Degree Days,"8,203°Df",70090
Montana,Beer,34262564.0,1541815,924829,16671,1.0,828509,18610,1.0,1.0,48.0,1644603.0,Palmer Z-Index,-1.82,70090
Montana,All Beverages,,3086067,924829,33369,1.0,828509,37248,2.0,,,3036723.0,Average Temperature,44.0°F,70090
Montana,All Beverages,,3086067,924829,33369,1.0,828509,37248,2.0,,,3036723.0,Maximum Temperature,56.7°F,70090
Montana,All Beverages,,3086067,924829,33369,1.0,828509,37248,2.0,,,3036723.0,Minimum Temperature,31.2°F,70090
Montana,All Beverages,,3086067,924829,33369,1.0,828509,37248,2.0,,,3036723.0,Precipitation,"14.31""",70090
Montana,All Beverages,,3086067,924829,33369,1.0,828509,37248,2.0,,,3036723.0,Cooling Degree Days,341°Df,70090
Montana,All Beverages,,3086067,924829,33369,1.0,828509,37248,2.0,,,3036723.0,Heating Degree Days,"8,203°Df",70090
Montana,All Beverages,,3086067,924829,33369,1.0,828509,37248,2.0,,,3036723.0,Palmer Z-Index,-1.82,70090
Nebraska,Spirits,3014375.0,1238908,1592321,7781,9.0,1396561,8871,9.0,7.0,370.0,1115319.0,Average Temperature,51.1°F,84220
Nebraska,Spirits,3014375.0,1238908,1592321,7781,9.0,1396561,8871,9.0,7.0,370.0,1115319.0,Maximum Temperature,63.8°F,84220
Nebraska,Spirits,3014375.0,1238908,1592321,7781,9.0,1396561,8871,9.0,7.0,370.0,1115319.0,Minimum Temperature,38.3°F,84220
Nebraska,Spirits,3014375.0,1238908,1592321,7781,9.0,1396561,8871,9.0,7.0,370.0,1115319.0,Precipitation,"22.60""",84220
Nebraska,Spirits,3014375.0,1238908,1592321,7781,9.0,1396561,8871,9.0,7.0,370.0,1115319.0,Cooling Degree Days,"1,173°Df",84220
Nebraska,Spirits,3014375.0,1238908,1592321,7781,9.0,1396561,8871,9.0,7.0,370.0,1115319.0,Heating Degree Days,"5,825°Df",84220
Nebraska,Spirits,3014375.0,1238908,1592321,7781,9.0,1396561,8871,9.0,7.0,370.0,1115319.0,Palmer Z-Index,-0.30,84220
Nebraska,Wine,2597578.0,335088,1592321,2104,9.0,1396561,2399,9.0,7.0,118.0,306514.0,Average Temperature,51.1°F,84220
Nebraska,Wine,2597578.0,335088,1592321,2104,9.0,1396561,2399,9.0,7.0,118.0,306514.0,Maximum Temperature,63.8°F,84220
Nebraska,Wine,2597578.0,335088,1592321,2104,9.0,1396561,2399,9.0,7.0,118.0,306514.0,Minimum Temperature,38.3°F,84220
Nebraska,Wine,2597578.0,335088,1592321,2104,9.0,1396561,2399,9.0,7.0,118.0,306514.0,Precipitation,"22.60""",84220
Nebraska,Wine,2597578.0,335088,1592321,2104,9.0,1396561,2399,9.0,7.0,118.0,306514.0,Cooling Degree Days,"1,173°Df",84220
Nebraska,Wine,2597578.0,335088,1592321,2104,9.0,1396561,2399,9.0,7.0,118.0,306514.0,Heating Degree Days,"5,825°Df",84220
Nebraska,Wine,2597578.0,335088,1592321,2104,9.0,1396561,2399,9.0,7.0,118.0,306514.0,Palmer Z-Index,-0.30,84220
Nebraska,Beer,40548000.0,1824660,1592321,11459,4.0,1396561,13065,4.0,7.0,47.0,1905756.0,Average Temperature,51.1°F,84220
Nebraska,Beer,40548000.0,1824660,1592321,11459,4.0,1396561,13065,4.0,7.0,47.0,1905756.0,Maximum Temperature,63.8°F,84220
Nebraska,Beer,40548000.0,1824660,1592321,11459,4.0,1396561,13065,4.0,7.0,47.0,1905756.0,Minimum Temperature,38.3°F,84220
Nebraska,Beer,40548000.0,1824660,1592321,11459,4.0,1396561,13065,4.0,7.0,47.0,1905756.0,Precipitation,"22.60""",84220
Nebraska,Beer,40548000.0,1824660,1592321,11459,4.0,1396561,13065,4.0,7.0,47.0,1905756.0,Cooling Degree Days,"1,173°Df",84220
Nebraska,Beer,40548000.0,1824660,1592321,11459,4.0,1396561,13065,4.0,7.0,47.0,1905756.0,Heating Degree Days,"5,825°Df",84220
Nebraska,Beer,40548000.0,1824660,1592321,11459,4.0,1396561,13065,4.0,7.0,47.0,1905756.0,Palmer Z-Index,-0.30,84220
Nebraska,All Beverages,,3398656,1592321,21344,9.0,1396561,24336,9.0,,,3327589.0,Average Temperature,51.1°F,84220
Nebraska,All Beverages,,3398656,1592321,21344,9.0,1396561,24336,9.0,,,3327589.0,Maximum Temperature,63.8°F,84220
Nebraska,All Beverages,,3398656,1592321,21344,9.0,1396561,24336,9.0,,,3327589.0,Minimum Temperature,38.3°F,84220
Nebraska,All Beverages,,3398656,1592321,21344,9.0,1396561,24336,9.0,,,3327589.0,Precipitation,"22.60""",84220
Nebraska,All Beverages,,3398656,1592321,21344,9.0,1396561,24336,9.0,,,3327589.0,Cooling Degree Days,"1,173°Df",84220
Nebraska,All Beverages,,3398656,1592321,21344,9.0,1396561,24336,9.0,,,3327589.0,Heating Degree Days,"5,825°Df",84220
Nebraska,All Beverages,,3398656,1592321,21344,9.0,1396561,24336,9.0,,,3327589.0,Palmer Z-Index,-0.30,84220
Nevada,Spirits,10093859.0,4148576,2609125,15900,1.0,2343287,17704,1.0,7.0,371.0,3744822.0,Average Temperature,52.5°F,69380
Nevada,Spirits,10093859.0,4148576,2609125,15900,1.0,2343287,17704,1.0,7.0,371.0,3744822.0,Maximum Temperature,66.2°F,69380
Nevada,Spirits,10093859.0,4148576,2609125,15900,1.0,2343287,17704,1.0,7.0,371.0,3744822.0,Minimum Temperature,38.8°F,69380
Nevada,Spirits,10093859.0,4148576,2609125,15900,1.0,2343287,17704,1.0,7.0,371.0,3744822.0,Precipitation,"9.58""",69380
Nevada,Spirits,10093859.0,4148576,2609125,15900,1.0,2343287,17704,1.0,7.0,371.0,3744822.0,Cooling Degree Days,"2,495°Df",69380
Nevada,Spirits,10093859.0,4148576,2609125,15900,1.0,2343287,17704,1.0,7.0,371.0,3744822.0,Heating Degree Days,"3,284°Df",69380
Nevada,Spirits,10093859.0,4148576,2609125,15900,1.0,2343287,17704,1.0,7.0,371.0,3744822.0,Palmer Z-Index,-1.23,69380
Nevada,Wine,11816926.0,1524383,2609125,5843,2.0,2343287,6505,2.0,7.0,118.0,1394397.0,Average Temperature,52.5°F,69380
Nevada,Wine,11816926.0,1524383,2609125,5843,2.0,2343287,6505,2.0,7.0,118.0,1394397.0,Maximum Temperature,66.2°F,69380
Nevada,Wine,11816926.0,1524383,2609125,5843,2.0,2343287,6505,2.0,7.0,118.0,1394397.0,Minimum Temperature,38.8°F,69380
Nevada,Wine,11816926.0,1524383,2609125,5843,2.0,2343287,6505,2.0,7.0,118.0,1394397.0,Precipitation,"9.58""",69380
Nevada,Wine,11816926.0,1524383,2609125,5843,2.0,2343287,6505,2.0,7.0,118.0,1394397.0,Cooling Degree Days,"2,495°Df",69380
Nevada,Wine,11816926.0,1524383,2609125,5843,2.0,2343287,6505,2.0,7.0,118.0,1394397.0,Heating Degree Days,"3,284°Df",69380
Nevada,Wine,11816926.0,1524383,2609125,5843,2.0,2343287,6505,2.0,7.0,118.0,1394397.0,Palmer Z-Index,-1.23,69380
Nevada,Beer,77345000.0,3480525,2609125,13340,2.0,2343287,14853,2.0,7.0,48.0,3712560.0,Average Temperature,52.5°F,69380
Nevada,Beer,77345000.0,3480525,2609125,13340,2.0,2343287,14853,2.0,7.0,48.0,3712560.0,Maximum Temperature,66.2°F,69380
Nevada,Beer,77345000.0,3480525,2609125,13340,2.0,2343287,14853,2.0,7.0,48.0,3712560.0,Minimum Temperature,38.8°F,69380
Nevada,Beer,77345000.0,3480525,2609125,13340,2.0,2343287,14853,2.0,7.0,48.0,3712560.0,Precipitation,"9.58""",69380
Nevada,Beer,77345000.0,3480525,2609125,13340,2.0,2343287,14853,2.0,7.0,48.0,3712560.0,Cooling Degree Days,"2,495°Df",69380
Nevada,Beer,77345000.0,3480525,2609125,13340,2.0,2343287,14853,2.0,7.0,48.0,3712560.0,Heating Degree Days,"3,284°Df",69380
Nevada,Beer,77345000.0,3480525,2609125,13340,2.0,2343287,14853,2.0,7.0,48.0,3712560.0,Palmer Z-Index,-1.23,69380
Nevada,All Beverages,,9153484,2609125,35083,1.0,2343287,39063,1.0,,,8851779.0,Average Temperature,52.5°F,69380
Nevada,All Beverages,,9153484,2609125,35083,1.0,2343287,39063,1.0,,,8851779.0,Maximum Temperature,66.2°F,69380
Nevada,All Beverages,,9153484,2609125,35083,1.0,2343287,39063,1.0,,,8851779.0,Minimum Temperature,38.8°F,69380
Nevada,All Beverages,,9153484,2609125,35083,1.0,2343287,39063,1.0,,,8851779.0,Precipitation,"9.58""",69380
Nevada,All Beverages,,9153484,2609125,35083,1.0,2343287,39063,1.0,,,8851779.0,Cooling Degree Days,"2,495°Df",69380
Nevada,All Beverages,,9153484,2609125,35083,1.0,2343287,39063,1.0,,,8851779.0,Heating Degree Days,"3,284°Df",69380
Nevada,All Beverages,,9153484,2609125,35083,1.0,2343287,39063,1.0,,,8851779.0,Palmer Z-Index,-1.23,69380
Ohio,Spirits,17303194.0,7111613,9792417,7262,10.0,8719131,8156,10.0,6.0,384.0,6644427.0,Average Temperature,53.2°F,67600
Ohio,Spirits,17303194.0,7111613,9792417,7262,10.0,8719131,8156,10.0,6.0,384.0,6644427.0,Maximum Temperature,63.0°F,67600
Ohio,Spirits,17303194.0,7111613,9792417,7262,10.0,8719131,8156,10.0,6.0,384.0,6644427.0,Minimum Temperature,43.3°F,67600
Ohio,Spirits,17303194.0,7111613,9792417,7262,10.0,8719131,8156,10.0,6.0,384.0,6644427.0,Precipitation,"41.68""",67600
Ohio,Spirits,17303194.0,7111613,9792417,7262,10.0,8719131,8156,10.0,6.0,384.0,6644427.0,Cooling Degree Days,928°Df,67600
Ohio,Spirits,17303194.0,7111613,9792417,7262,10.0,8719131,8156,10.0,6.0,384.0,6644427.0,Heating Degree Days,"5,213°Df",67600
Ohio,Spirits,17303194.0,7111613,9792417,7262,10.0,8719131,8156,10.0,6.0,384.0,6644427.0,Palmer Z-Index,0.58,67600
Ohio,Wine,23371511.0,3014925,9792417,3079,7.0,8719131,3458,7.0,7.0,118.0,2757838.0,Average Temperature,53.2°F,67600
Ohio,Wine,23371511.0,3014925,9792417,3079,7.0,8719131,3458,7.0,7.0,118.0,2757838.0,Maximum Temperature,63.0°F,67600
Ohio,Wine,23371511.0,3014925,9792417,3079,7.0,8719131,3458,7.0,7.0,118.0,2757838.0,Minimum Temperature,43.3°F,67600
Ohio,Wine,23371511.0,3014925,9792417,3079,7.0,8719131,3458,7.0,7.0,118.0,2757838.0,Precipitation,"41.68""",67600
Ohio,Wine,23371511.0,3014925,9792417,3079,7.0,8719131,3458,7.0,7.0,118.0,2757838.0,Cooling Degree Days,928°Df,67600
Ohio,Wine,23371511.0,3014925,9792417,3079,7.0,8719131,3458,7.0,7.0,118.0,2757838.0,Heating Degree Days,"5,213°Df",67600
Ohio,Wine,23371511.0,3014925,9792417,3079,7.0,8719131,3458,7.0,7.0,118.0,2757838.0,Palmer Z-Index,0.58,67600
Ohio,Beer,238421000.0,10728945,9792417,10956,6.0,8719131,12305,6.0,7.0,47.0,11205787.0,Average Temperature,53.2°F,67600
Ohio,Beer,238421000.0,10728945,9792417,10956,6.0,8719131,12305,6.0,7.0,47.0,11205787.0,Maximum Temperature,63.0°F,67600
Ohio,Beer,238421000.0,10728945,9792417,10956,6.0,8719131,12305,6.0,7.0,47.0,11205787.0,Minimum Temperature,43.3°F,67600
Ohio,Beer,238421000.0,10728945,9792417,10956,6.0,8719131,12305,6.0,7.0,47.0,11205787.0,Precipitation,"41.68""",67600
Ohio,Beer,238421000.0,10728945,9792417,10956,6.0,8719131,12305,6.0,7.0,47.0,11205787.0,Cooling Degree Days,928°Df,67600
Ohio,Beer,238421000.0,10728945,9792417,10956,6.0,8719131,12305,6.0,7.0,47.0,11205787.0,Heating Degree Days,"5,213°Df",67600
Ohio,Beer,238421000.0,10728945,9792417,10956,6.0,8719131,12305,6.0,7.0,47.0,11205787.0,Palmer Z-Index,0.58,67600
Ohio,All Beverages,,20855483,9792417,21298,9.0,8719131,23919,9.0,,,20608052.0,Average Temperature,53.2°F,67600
Ohio,All Beverages,,20855483,9792417,21298,9.0,8719131,23919,9.0,,,20608052.0,Maximum Temperature,63.0°F,67600
Ohio,All Beverages,,20855483,9792417,21298,9.0,8719131,23919,9.0,,,20608052.0,Minimum Temperature,43.3°F,67600
Ohio,All Beverages,,20855483,9792417,21298,9.0,8719131,23919,9.0,,,20608052.0,Precipitation,"41.68""",67600
Ohio,All Beverages,,20855483,9792417,21298,9.0,8719131,23919,9.0,,,20608052.0,Cooling Degree Days,928°Df,67600
Ohio,All Beverages,,20855483,9792417,21298,9.0,8719131,23919,9.0,,,20608052.0,Heating Degree Days,"5,213°Df",67600
Ohio,All Beverages,,20855483,9792417,21298,9.0,8719131,23919,9.0,,,20608052.0,Palmer Z-Index,0.58,67600
Oklahoma,Spirits,5564335.0,2286942,3247801,7042,10.0,2863053,7988,10.0,7.0,381.0,2120011.0,Average Temperature,60.8°F,64800
Oklahoma,Spirits,5564335.0,2286942,3247801,7042,10.0,2863053,7988,10.0,7.0,381.0,2120011.0,Maximum Temperature,72.8°F,64800
Oklahoma,Spirits,5564335.0,2286942,3247801,7042,10.0,2863053,7988,10.0,7.0,381.0,2120011.0,Minimum Temperature,48.8°F,64800
Oklahoma,Spirits,5564335.0,2286942,3247801,7042,10.0,2863053,7988,10.0,7.0,381.0,2120011.0,Precipitation,"33.62""",64800
Oklahoma,Spirits,5564335.0,2286942,3247801,7042,10.0,2863053,7988,10.0,7.0,381.0,2120011.0,Cooling Degree Days,"1,954°Df",64800
Oklahoma,Spirits,5564335.0,2286942,3247801,7042,10.0,2863053,7988,10.0,7.0,381.0,2120011.0,Heating Degree Days,"3,346°Df",64800
Oklahoma,Spirits,5564335.0,2286942,3247801,7042,10.0,2863053,7988,10.0,7.0,381.0,2120011.0,Palmer Z-Index,0.13,64800
Oklahoma,Wine,4715949.0,608357,3247801,1873,10.0,2863053,2125,10.0,7.0,118.0,556482.0,Average Temperature,60.8°F,64800
Oklahoma,Wine,4715949.0,608357,3247801,1873,10.0,2863053,2125,10.0,7.0,118.0,556482.0,Maximum Temperature,72.8°F,64800
Oklahoma,Wine,4715949.0,608357,3247801,1873,10.0,2863053,2125,10.0,7.0,118.0,556482.0,Minimum Temperature,48.8°F,64800
Oklahoma,Wine,4715949.0,608357,3247801,1873,10.0,2863053,2125,10.0,7.0,118.0,556482.0,Precipitation,"33.62""",64800
Oklahoma,Wine,4715949.0,608357,3247801,1873,10.0,2863053,2125,10.0,7.0,118.0,556482.0,Cooling Degree Days,"1,954°Df",64800
Oklahoma,Wine,4715949.0,608357,3247801,1873,10.0,2863053,2125,10.0,7.0,118.0,556482.0,Heating Degree Days,"3,346°Df",64800
Oklahoma,Wine,4715949.0,608357,3247801,1873,10.0,2863053,2125,10.0,7.0,118.0,556482.0,Palmer Z-Index,0.13,64800
Oklahoma,Beer,70339000.0,3165255,3247801,9746,8.0,2863053,11056,7.0,7.0,49.0,3446611.0,Average Temperature,60.8°F,64800
Oklahoma,Beer,70339000.0,3165255,3247801,9746,8.0,2863053,11056,7.0,7.0,49.0,3446611.0,Maximum Temperature,72.8°F,64800
Oklahoma,Beer,70339000.0,3165255,3247801,9746,8.0,2863053,11056,7.0,7.0,49.0,3446611.0,Minimum Temperature,48.8°F,64800
Oklahoma,Beer,70339000.0,3165255,3247801,9746,8.0,2863053,11056,7.0,7.0,49.0,3446611.0,Precipitation,"33.62""",64800
Oklahoma,Beer,70339000.0,3165255,3247801,9746,8.0,2863053,11056,7.0,7.0,49.0,3446611.0,Cooling Degree Days,"1,954°Df",64800
Oklahoma,Beer,70339000.0,3165255,3247801,9746,8.0,2863053,11056,7.0,7.0,49.0,3446611.0,Heating Degree Days,"3,346°Df",64800
Oklahoma,Beer,70339000.0,3165255,3247801,9746,8.0,2863053,11056,7.0,7.0,49.0,3446611.0,Palmer Z-Index,0.13,64800
Oklahoma,All Beverages,,6060554,3247801,18660,10.0,2863053,21168,10.0,,,6123104.0,Average Temperature,60.8°F,64800
Oklahoma,All Beverages,,6060554,3247801,18660,10.0,2863053,21168,10.0,,,6123104.0,Maximum Temperature,72.8°F,64800
Oklahoma,All Beverages,,6060554,3247801,18660,10.0,2863053,21168,10.0,,,6123104.0,Minimum Temperature,48.8°F,64800
Oklahoma,All Beverages,,6060554,3247801,18660,10.0,2863053,21168,10.0,,,6123104.0,Precipitation,"33.62""",64800
Oklahoma,All Beverages,,6060554,3247801,18660,10.0,2863053,21168,10.0,,,6123104.0,Cooling Degree Days,"1,954°Df",64800
Oklahoma,All Beverages,,6060554,3247801,18660,10.0,2863053,21168,10.0,,,6123104.0,Heating Degree Days,"3,346°Df",64800
Oklahoma,All Beverages,,6060554,3247801,18660,10.0,2863053,21168,10.0,,,6123104.0,Palmer Z-Index,0.13,64800
